> ls -d edu.ru 
[ns.msu.ru]
 edu.ru.                        SOA    ns.informika.ru hostmaster.informika.ru. (3018030303 43200 7200 1468800 172800)
 *.ulyan.fcior                  A      194.226.214.8
 ural.fcior                     A      194.226.214.8
 *.ural.fcior                   A      194.226.214.8
 vl.fcior                       A      194.226.214.8
 *.vl.fcior                     A      194.226.214.8
 *.vl.fcior                     MX     10   smtp.service.fcior.edu.ru
 vladimir.fcior                 A      194.226.214.8
 *.vladimir.fcior               A      194.226.214.8
 *.vladimir.fcior               MX     10   smtp.service.fcior.edu.ru
 vo.fcior                       A      194.226.214.8
 *.vo.fcior                     A      194.226.214.8
 *.vo.fcior                     MX     10   smtp.service.fcior.edu.ru
 voronezh.fcior                 A      194.226.214.8
 *.voronezh.fcior               A      194.226.214.8
 www.fcior                      A      194.226.214.88
 yar.fcior                      A      194.226.214.8
 *.yar.fcior                    A      194.226.214.8
 *.yar.fcior                    MX     10   smtp.service.fcior.edu.ru
 fefu                           NS     ns.dvfu.ru                    
 fefu                           NS     uic.dvgu.ru                   
 feosad14                       NS     ns1.1gb.ru                    
 feosad14                       NS     ns2.1gb.ru                    
 feoschool12                    NS     ns1.he.net                    
 feoschool12                    NS     ns2.he.net                    
 feoschool12                    NS     ns3.he.net                    
 feoschool12                    NS     ns4.he.net                    
 feoschool12                    NS     ns5.he.net                    
 feoschool14                    NS     ns1.1gb.ru                    
 feoschool14                    NS     ns2.1gb.ru                    
 feoschool18                    NS     ns1.1gb.ru                    
 feoschool18                    NS     ns2.1gb.ru                    
 feoschool20                    NS     ns1.1gb.ru                    
 feoschool20                    NS     ns2.1gb.ru                    
 ffch                           NS     dns1.yandex.net               
 ffch                           NS     dns2.yandex.net               
 fin                            NS     ns1.cbias.ru                  
 fin                            NS     ns2.cbias.ru                  
 fin                            NS     ns3.cbias.ru                  
 fontanchik                     NS     ns.masterhost.ru              
 fontanchik                     NS     ns1.masterhost.ru             
 fontanchik                     NS     ns2.masterhost.ru             
 forum35                        NS     ns1.cloudns.net               
 forum35                        NS     ns2.cloudns.net               
 forum35                        NS     ns3.cloudns.net               
 forum35                        NS     ns4.cloudns.net               
 fp                             MX     5    relay.informika.ru
 fp                             A      194.226.214.30
 forum.fp                       A      194.226.214.30
 log.fp                         A      194.226.214.30
 test.fp                        A      194.226.214.30
 www.fp                         A      194.226.214.30
 fpga                           NS     ns1.spaceweb.ru               
 fpga                           NS     ns2.spaceweb.ru               
 fpu                            A      194.226.215.221
 *.fpu                          A      194.226.215.221
 france-russia                  MX     5    relay.informika.ru
 france-russia                  A      194.226.214.25
 fr.france-russia               A      194.226.214.25
 www.france-russia              A      194.226.214.25
 fs12                           NS     ns1.1gb.ru                    
 fs12                           NS     ns2.1gb.ru                    
 ftk                            NS     ns.masterhost.ru              
 ftk                            NS     ns1.masterhost.ru             
 ftk                            NS     ns2.masterhost.ru             
 gapk                           NS     ns1.hosting.reg.ru            
 gapk                           NS     ns2.hosting.reg.ru            
 gaps                           NS     ns1.agava.ru                  
 gaps                           NS     ns2.agava.ru                  
 GASTELLO                       NS     ns1.beget.ru                  
 GASTELLO                       NS     ns2.beget.ru                  
 GAZETA                         NS     dns1.yandex.ru                
